DrugID;Segment;Year;Month;Series;TotDrugQn;MnfPrice;PrcPrice;RtlPrice;Funds;VendorID
51631;1;2015;11;"14VM0615";10.00;27.71;27.52;33.00;0.00;124097
51897;1;2015;11;"155864";1.00;224.80;241.54;286.00;0.00;124097
31666;1;2015;11;"C500578";2.00;39.46;41.46;50.40;0.00;124097
52121;1;2015;11;"8920613";1.00;226.13;232.89;278.00;0.00;124097
43752;1;2015;11;"BR352";3.00;77.50;84.24;99.00;0.00;124097
51612;1;2015;11;"K08037";2.00;123.02;128.74;153.00;0.00;124097
26656;1;2015;11;"33-60915";5.00;111.57;114.65;136.96;0.00;118361
51069;1;2015;11;"1020815";28.00;25.45;25.54;31.32;0.00;118361
51350;1;2015;11;"05150721";5.00;86.79;92.54;109.89;0.00;118361
37064;1;2015;11;"267A0415";5.00;102.78;105.11;125.66;0.00;118361
29398;1;2015;11;"FG7846";1.00;307.13;304.79;366.00;0.00;118361
68700;1;2015;11;"071214";1.00;124.43;136.50;161.00;0.00;118361
49048;1;2015;11;"1650915";50.00;4.95;5.67;6.50;0.00;118361
12983;1;2015;11;"32070715";5.00;24.29;23.06;28.50;0.00;118361
45860;1;2015;11;"2050715";30.00;24.48;23.47;29.03;0.00;118361
49467;1;2015;11;"33020";1.00;293.65;230.60;289.32;0.00;118361
67777;1;2015;11;"B501190";10.00;87.29;87.20;104.65;0.00;118361
4196;1;2015;11;"52019";10.00;96.17;98.04;117.27;0.00;124097
313;1;2015;11;"Y00509";2.00;174.77;192.34;240.00;0.00;124097
20127;1;2015;11;"04062015";20.00;16.35;17.25;20.96;0.00;124097
68553;1;2015;11;"060415";3.00;99.99;101.48;121.47;0.00;124097
22638;1;2015;11;"C713606";2.00;192.26;202.16;240.50;0.00;124097
43752;1;2015;11;"BR352";2.00;77.50;84.24;99.50;0.00;124097
68160;1;2015;11;"560515";1.00;170.58;162.67;196.78;0.00;124097
24914;1;2015;11;"50715";2.00;65.70;75.55;88.60;0.00;122044
24914;1;2015;11;"50715";1.00;65.70;75.55;88.60;0.00;122044
49818;1;2015;11;"130615";2.00;25.67;25.41;31.00;0.00;122044
37040;1;2015;11;"30815";5.00;7.92;9.11;10.90;0.00;122044
55384;1;2015;11;"1470815";2.00;19.94;21.16;25.60;0.00;122044
68231;1;2015;11;"1668989";1.00;136.53;148.95;176.00;0.00;122044
66226;1;2015;11;"240115";5.00;17.84;19.79;23.80;0.00;122044
53959;1;2015;11;"850915";10.00;18.27;21.01;25.00;0.00;122044
68842;1;2015;11;"1220915";10.00;15.18;17.46;20.90;0.00;122044
53959;1;2015;11;"850915";5.00;18.27;21.01;25.00;0.00;122044
48098;1;2015;11;"986025";1.00;96.46;99.31;118.60;0.00;124097
66083;1;2015;11;"R22002";2.00;142.02;147.00;175.00;0.00;124097
8379;1;2015;11;"NA9945";2.00;52.91;54.25;66.27;0.00;122044
52306;1;2015;11;"330915";3.00;28.16;32.38;38.78;0.00;122044
66244;1;2015;11;"1190415";10.00;14.41;12.61;15.88;0.00;118361
43113;1;2015;11;"160914";3.00;361.61;330.62;402.94;0.00;118361
65573;1;2015;11;"30114";1.00;302.85;199.49;260.06;0.00;118361
39960;1;2015;11;"560515";4.00;163.77;164.75;197.50;0.00;118361
26863;1;2015;11;"160215";10.00;14.84;15.93;19.30;0.00;118361
54550;1;2015;11;"180615";10.00;11.40;11.55;14.14;0.00;118361
64970;1;2015;11;"020815";2.00;42.44;45.47;55.11;0.00;124097
66398;1;2015;11;"NB5736";1.00;305.48;286.11;347.20;0.00;124097
57607;1;2015;11;"1070415";5.00;21.01;18.55;23.32;0.00;118361
66082;1;2015;11;"R17653";2.00;95.58;102.66;121.00;0.00;118361
49559;1;2015;11;"F7443";3.00;66.17;67.54;80.70;0.00;118361
55258;1;2015;11;"BTAFJ41";1.00;106.08;114.70;135.90;0.00;118361
48172;1;2015;11;"5C1565";2.00;98.24;101.35;120.90;0.00;118361
2317;1;2015;11;"130815";5.00;37.25;42.81;51.20;0.00;118361
51517;1;2015;11;"180815";5.00;33.08;36.38;43.80;0.00;118361
339;1;2015;11;"B501229";3.00;145.51;144.21;173.30;0.00;118361
25469;1;2015;11;"75E";2.00;23.71;27.00;32.30;0.00;118361
41887;1;2015;11;"30A0515";2.00;120.99;125.01;149.20;0.00;118361
48098;1;2015;11;"986025";1.00;96.46;102.95;122.00;0.00;118361
24914;1;2015;11;"50715";1.00;65.70;75.55;88.60;0.00;122044
68231;1;2015;11;"1668989";1.00;136.53;148.95;176.20;0.00;122044
49727;1;2015;11;"70715";10.00;23.69;27.24;32.60;0.00;122044
50913;1;2015;11;"220515";1.00;222.59;221.98;266.49;0.00;16860
57612;1;2015;11;"C723798";3.00;154.42;154.66;185.54;0.00;16860
58065;1;2015;11;"220815";2.00;284.90;136.62;193.60;0.00;118361
45860;1;2015;11;"2050715";30.00;24.48;23.46;29.02;0.00;118361
9854;1;2015;11;"150315";5.00;21.10;21.47;26.26;0.00;118361
58254;1;2015;11;"440115";10.00;22.69;23.71;28.86;0.00;118361
10539;1;2015;11;"640915";10.00;29.14;32.00;38.62;0.00;118361
51645;1;2015;11;"110915";10.00;58.21;29.41;41.05;0.00;3212
22763;1;2015;11;"S95705";2.00;111.32;106.02;128.28;0.00;3212
31276;1;2015;11;"A35053";2.00;83.39;95.81;112.48;0.00;16860
13585;1;2015;11;"A516220";1.00;719.78;729.63;834.32;0.00;16860
31276;1;2015;11;"60515";2.00;164.79;104.21;135.00;0.00;118361
51763;1;2015;11;"729465";1.00;121.00;132.14;156.30;0.00;118361
51631;1;2015;11;"15VM0315";5.00;27.68;28.53;34.80;0.00;118361
51226;1;2015;11;"040515";1.00;215.60;247.90;291.00;0.00;118361
10455;1;2015;11;"350715";5.00;38.89;35.34;44.00;0.00;118361
129;1;2015;11;"600815";10.00;14.69;15.42;18.70;0.00;118361
22241;1;2015;11;"370415";10.00;14.06;13.48;16.60;0.00;118361
32357;1;2015;11;"790915";2.00;23.61;22.39;27.70;0.00;118361
31643;1;2015;11;"030515";1.00;159.57;155.21;187.00;0.00;16860
31276;1;2015;11;"A35053";1.00;83.39;95.81;112.40;0.00;16860
27042;1;2015;11;"NB9280";1.00;629.48;568.15;659.70;0.00;16860
49550;1;2015;11;"230715";1.00;233.18;232.54;279.00;0.00;16860
66153;1;2015;11;"195828";1.00;175.36;184.80;219.80;0.00;16860
66151;1;2015;11;"197696";2.00;259.94;271.26;323.00;0.00;16860
66636;1;2015;11;"X68P-A";1.00;914.98;925.10;1058.00;0.00;16860
66703;1;2015;11;"15G29EE";3.00;151.11;159.17;189.00;0.00;16860
66894;1;2015;11;"464";3.00;160.12;159.94;191.90;0.00;16860
380;1;2015;11;"5330N0315";1.00;91.06;96.61;114.50;0.00;5274
31276;1;2015;11;"A35053";2.00;83.39;95.81;112.00;0.00;16860
68609;1;2015;11;"110715";5.00;56.66;58.30;69.00;0.00;16860
42233;1;2015;11;"430515";1.00;230.81;218.02;264.00;0.00;16860
67521;1;2015;11;"V22503";1.00;91.64;95.92;114.00;0.00;16860
66703;1;2015;11;"15G29EE";2.00;151.11;159.17;189.00;0.00;16860
66894;1;2015;11;"464";2.00;160.12;159.94;191.00;0.00;16860
66703;1;2015;11;"15G29EE";2.00;151.11;159.17;189.00;0.00;16860
66244;1;2015;11;"1190415";5.00;14.41;12.61;15.00;0.00;118361
58051;1;2015;11;"017082015";25.00;3.47;3.96;4.00;0.00;118361
51517;1;2015;11;"180815";5.00;33.08;36.38;43.00;0.00;118361
45860;1;2015;11;"2050715";20.00;24.48;23.46;29.00;0.00;118361
22229;1;2015;11;"3120915";1.00;107.00;111.14;132.00;0.00;118361
68230;1;2015;11;"5V086";5.00;159.96;165.01;197.00;0.00;118361
47592;1;2015;11;"523961";5.00;101.27;111.00;131.00;0.00;118361
339;1;2015;11;"B501229";5.00;145.51;144.21;173.00;0.00;118361
22241;1;2015;11;"370415";5.00;14.06;13.48;16.00;0.00;118361
26863;1;2015;11;"160215";10.00;14.84;15.93;19.00;0.00;118361
68475;1;2015;11;"55118";2.00;358.42;361.44;433.00;0.00;118361
35838;1;2015;11;"4310915";3.00;8.50;7.58;9.00;0.00;118361
38055;1;2015;11;"290914";5.00;43.12;45.28;55.00;0.00;118361
10455;1;2015;11;"350715";5.00;38.89;35.34;44.00;0.00;118361
339;1;2015;11;"B501229";5.00;145.51;144.21;173.00;0.00;118361
25469;1;2015;11;"75E";5.00;23.71;27.00;32.00;0.00;118361
30817;1;2015;11;"1240815";5.00;21.24;22.06;26.00;0.00;118361
13830;1;2015;11;"210515";5.00;14.20;14.02;17.00;0.00;118361
66082;1;2015;11;"R00641";2.00;97.01;102.53;121.90;0.00;5274
57791;1;2015;11;"FD4942";1.00;733.50;715.79;822.40;0.00;5274
67574;1;2015;11;"010215";3.00;55.00;46.93;57.90;0.00;5274
67274;1;2015;11;"940415";2.00;62.07;59.31;71.70;0.00;5274
9359;1;2015;11;"1700615";3.00;253.00;79.87;130.40;0.00;5274
51643;1;2015;11;"040715";1.00;65.34;33.76;46.80;0.00;5274
47243;1;2015;11;"980615";1.00;317.00;311.88;375.20;0.00;5274
67612;1;2015;11;"20915";2.00;15.86;18.23;21.80;0.00;5274
67998;1;2015;11;"161015";10.00;8.50;9.77;11.70;0.00;5274
65179;1;2015;11;"40615";5.00;13.50;15.51;18.50;0.00;5274
47576;1;2015;11;"0540615";1.00;288.55;285.12;342.80;0.00;16860
52581;1;2015;11;"504445";1.00;426.61;419.76;505.00;0.00;16860
48992;1;2015;11;"132";1.00;47.06;49.94;60.60;0.00;16860
28714;1;2015;11;"1970915";1.00;91.86;96.03;114.40;0.00;16860
65158;1;2015;11;"4C130A";2.00;461.01;449.90;542.10;0.00;16860
52490;1;2015;11;"A500133";2.00;158.65;164.01;195.70;0.00;16860
52141;1;2015;11;"14LD1";3.00;217.22;223.08;266.50;0.00;16860
48472;1;2015;11;"FBL9500";1.00;596.88;515.90;602.70;0.00;16860
49594;1;2015;11;"ELL4I00";1.00;1142.99;989.89;1156.10;0.00;16860
49559;1;2015;11;"F7508";2.00;66.12;67.03;80.00;0.00;5274
66310;1;2015;11;"5V059";2.00;165.90;185.64;218.00;0.00;5274
49325;1;2015;11;"130615";2.00;155.23;163.18;194.20;0.00;5274
49972;1;2015;11;"030415";2.00;75.70;75.35;90.00;0.00;5274
68865;1;2015;11;"0030115";1.00;137.76;103.59;131.00;0.00;5274
50898;1;2015;11;"F54005C";2.00;53.67;56.99;67.00;0.00;5274
51643;1;2015;11;"040715";5.00;65.34;33.76;46.00;0.00;5274
66310;1;2015;11;"5V059";2.00;165.90;185.64;218.00;0.00;5274
65179;1;2015;11;"40615";3.00;13.50;15.51;18.00;0.00;5274
9121;1;2015;11;"B501750";5.00;128.96;133.20;158.00;0.00;5274
10491;1;2015;11;"060215";5.00;27.92;29.97;36.30;0.00;118361
52307;1;2015;11;"550715";2.00;35.75;34.71;42.80;0.00;118361
51226;1;2015;11;"040515";1.00;215.60;247.90;291.00;0.00;118361
48723;1;2015;11;"51028";1.00;214.08;213.99;256.80;0.00;118361
10266;1;2015;11;"060615";10.00;16.67;12.52;16.00;0.00;118361
7714;1;2015;11;"4790915";5.00;13.37;12.71;15.70;0.00;118361
7000;1;2015;11;"M500300";1.00;111.18;114.33;136.50;0.00;118361
49818;1;2015;11;"200715";5.00;23.44;24.99;30.31;0.00;5274
68775;1;2015;11;"180615";2.00;427.90;327.65;413.23;0.00;5274
43100;1;2015;11;"150628";10.00;14.74;16.95;20.30;0.00;5274
66310;1;2015;11;"5V059";2.00;165.90;185.64;218.82;0.00;5274
9087;1;2015;11;"250515";3.00;154.44;134.86;165.74;0.00;5274
67348;1;2015;11;"111014";10.00;24.64;28.33;33.93;0.00;5274
48128;1;2015;11;"K14493";1.00;448.11;487.96;577.58;0.00;5274
9121;1;2015;11;"B501750";10.00;128.96;133.20;158.99;0.00;5274
52251;1;2015;11;"6950815";30.00;25.82;27.69;33.55;0.00;5274
29398;1;2015;11;"FG7846";1.00;307.13;304.79;366.00;0.00;118361
58051;1;2015;11;"017082015";25.00;3.47;3.96;4.70;0.00;118361
52307;1;2015;11;"550715";3.00;35.75;34.71;42.80;0.00;118361
45860;1;2015;11;"2050715";20.00;24.48;23.46;29.00;0.00;118361
299;1;2015;11;"FE3210";1.00;161.55;160.10;192.40;0.00;118361
67779;1;2015;11;"A5127";1.00;111.33;95.40;117.50;0.00;118361
25974;1;2015;11;"080515";3.00;9.08;10.41;12.40;0.00;118361
68230;1;2015;11;"5V086";5.00;159.96;165.01;197.00;0.00;118361
25469;1;2015;11;"75E";3.00;23.71;27.00;32.30;0.00;118361
48704;1;2015;11;"141013";2.00;21.48;23.12;28.00;0.00;118361
26863;1;2015;11;"160215";5.00;14.84;15.93;19.00;0.00;118361
29378;1;2015;11;"1530815";2.00;148.94;146.51;176.00;0.00;118361
52512;1;2015;11;"J5017";3.00;42.14;42.55;52.00;0.00;118361
21851;1;2015;11;"11129680";15.00;39.19;43.02;51.90;0.00;558
52129;1;2015;11;"638159";1.00;425.00;429.24;514.20;0.00;558
17093;1;2015;11;"5A300";1.00;870.18;870.10;996.60;0.00;558
47743;1;2015;11;"430415";1.00;382.00;361.85;438.20;0.00;558
50956;1;2015;11;"T51201A";1.00;306.13;318.43;379.60;0.00;558
48858;1;2015;11;"15E007";1.00;1645.71;1546.75;1786.10;0.00;558
255;1;2015;11;"5A417";1.00;509.65;515.91;590.04;0.00;16866
67660;1;2015;11;"360915";3.00;30.98;30.87;37.90;0.00;5274
67612;1;2015;11;"20915";2.00;15.86;18.23;21.80;0.00;5274
66310;1;2015;11;"5V059";3.00;165.90;185.64;218.80;0.00;5274
67998;1;2015;11;"171015";5.00;8.50;9.77;11.70;0.00;5274
48128;1;2015;11;"K14493";1.00;448.11;487.96;577.00;0.00;5274
66082;1;2015;11;"R00641";2.00;97.01;102.53;121.90;0.00;5274
4390;1;2015;11;"50715";5.00;7.00;8.03;9.50;0.00;5274
30184;1;2015;11;"3052N0515";1.00;243.46;255.78;304.00;0.00;5274
47926;1;2015;11;"090214";3.00;45.62;48.26;58.60;0.00;5274
47883;1;2015;11;"S2858";2.00;221.38;232.58;276.80;0.00;5274
68775;1;2015;11;"200615";1.00;546.59;327.65;436.90;0.00;5274
43100;1;2015;11;"150628";5.00;14.74;16.95;20.00;0.00;5274
67612;1;2015;11;"20915";2.00;15.86;18.23;21.80;0.00;5274
66310;1;2015;11;"5V059";3.00;165.90;185.64;218.80;0.00;5274
58053;1;2015;11;"150415";3.00;25.44;28.89;34.50;0.00;5274
7000;1;2015;11;"M501231";1.00;111.19;109.53;131.70;0.00;5274
49236;1;2015;11;"BTAFHA0";1.00;182.82;189.53;226.00;0.00;16866
51350;1;2015;11;"05150732";4.00;86.79;90.66;108.00;0.00;16866
68690;1;2015;11;"BL313";2.00;174.83;163.54;198.50;0.00;16866
49272;1;2015;11;"2426";3.00;92.55;75.48;93.99;0.00;16866
66065;1;2015;11;"4493104";1.00;178.61;179.77;215.49;0.00;16866
68337;1;2015;11;"427319";2.00;223.95;218.30;263.00;0.00;3212
51645;1;2015;11;"110915";10.00;58.21;29.41;41.00;0.00;3212
49592;1;2015;11;"14 C 20823L";3.00;165.90;176.29;209.00;0.00;3212
49580;1;2015;11;"202042015";1.00;804.28;700.37;817.00;0.00;3212
67517;1;2015;11;"1457590";3.00;136.48;131.78;159.00;0.00;3212
22763;1;2015;11;"S95705";2.00;111.32;105.70;127.00;0.00;3212
50859;1;2015;11;"470615";3.00;191.84;180.69;219.00;0.00;16866
49559;1;2015;11;"F7316";2.00;64.74;66.13;79.00;0.00;16866
55262;1;2015;11;"050815";1.00;71.08;61.86;76.00;0.00;16866
51812;1;2015;11;"636991";2.00;351.04;354.91;425.00;0.00;16866
66421;1;2015;11;"348268";1.00;241.35;250.32;298.00;0.00;16866
14694;1;2015;11;"8031114";3.00;210.98;189.90;232.00;0.00;16866
51350;1;2015;11;"05150732";2.00;86.79;90.66;108.00;0.00;16866
65340;1;2015;11;"3100315";2.00;163.32;165.96;198.00;0.00;16866
48983;1;2015;11;"2530515";2.00;235.64;232.64;279.00;0.00;16866
47335;1;2015;11;"950615";2.00;76.41;80.54;95.00;0.00;16866
64955;1;2015;11;"0350215";1.00;553.66;538.13;618.00;0.00;16866
239;1;2015;11;"320045";1.00;418.76;413.13;496.00;0.00;16866
48517;1;2015;11;"H1378R";5.00;88.70;87.04;104.00;0.00;16866
52130;1;2015;11;"637666";1.00;217.86;220.91;264.00;0.00;16866
49236;1;2015;11;"BTAFHA0";2.00;182.82;189.53;226.00;0.00;16866
58064;1;2015;11;"348490";1.00;237.84;246.38;293.00;0.00;16866
67284;1;2015;11;"3210515";2.00;106.67;105.99;127.00;0.00;16866
68867;1;2015;11;"427687";2.00;172.81;176.70;211.00;0.00;16866
68337;1;2015;11;"427294";3.00;223.95;218.70;263.00;0.00;16866
51762;1;2015;11;"737189";1.00;304.62;316.16;377.00;0.00;558
27065;1;2015;11;"T54063A";1.00;669.97;663.72;761.00;0.00;558
50876;1;2015;11;"C439231F";2.00;436.87;423.89;511.26;0.00;558
51812;1;2015;11;"636991";2.00;351.04;354.91;425.11;0.00;16866
68167;1;2015;11;"50415";10.00;27.50;23.24;29.49;0.00;16866
58955;1;2015;11;"432610A";2.00;324.58;310.33;375.24;0.00;16866
67664;1;2015;11;"160557";1.00;251.91;250.93;301.31;0.00;16866
68858;1;2015;11;"49030515";2.00;399.99;356.97;436.90;0.00;3212
48184;1;2015;11;"5L1559";2.00;97.55;112.02;131.50;0.00;558
51749;1;2015;11;"H39C";2.00;118.15;135.69;159.00;0.00;558
66310;1;2015;11;"5V060";2.00;165.31;189.84;222.90;0.00;558
68475;1;2015;11;"55115";1.00;370.67;366.96;441.00;0.00;558
51612;1;2015;11;"K08035";2.00;122.93;129.48;154.00;0.00;558
51612;1;2015;11;"K08827";2.00;122.97;131.30;155.80;0.00;558
30224;1;2015;11;"S500123";2.00;66.14;70.48;83.70;0.00;558
13915;1;2015;11;"192001";1.00;94.41;103.85;122.70;0.00;558
56874;1;2015;11;"90715";2.00;552.10;501.26;581.50;0.00;558
49287;1;2015;11;"15C08/62";2.00;439.55;367.19;455.00;0.00;558
14694;1;2015;11;"8031114";10.00;210.98;191.59;233.70;0.00;16866
49384;1;2015;11;"2747";1.00;104.63;90.54;110.00;0.00;16866
48517;1;2015;11;"H1378R";3.00;88.70;87.04;104.70;0.00;16866
50859;1;2015;11;"470615";5.00;191.84;180.69;219.00;0.00;16866
58955;1;2015;11;"432610A";1.00;324.58;310.33;375.00;0.00;16866
49179;1;2015;11;"44640F";5.00;92.11;91.91;110.00;0.00;16866
48517;1;2015;11;"H1378R";3.00;88.70;87.04;104.50;0.00;16866
8378;1;2015;11;"NB0229";2.00;96.50;92.98;112.00;0.00;16866
66083;1;2015;11;"O28017";1.00;141.79;149.64;177.90;0.00;16866
55262;1;2015;11;"050815";1.00;71.08;61.86;76.00;0.00;16866
52290;1;2015;11;"60415";2.00;30.76;28.38;35.30;0.00;16866
27846;1;2015;11;"5BBKAB4A01";2.00;164.33;167.05;199.90;0.00;16866
51812;1;2015;11;"636991";1.00;351.04;354.91;425.00;0.00;16866
14694;1;2015;11;"8031114";5.00;210.98;189.90;232.00;0.00;16866
51350;1;2015;11;"05150732";2.00;86.79;90.66;108.00;0.00;16866
52426;1;2015;11;"51292";1.00;230.58;232.78;278.80;0.00;16866
7363;1;2015;11;"050915";5.00;46.95;39.82;50.40;0.00;16866
52283;1;2015;11;"R13336";5.00;51.38;54.88;65.00;0.00;16866
68289;1;2015;11;"H1080R";2.00;82.87;81.58;98.00;0.00;16866
66584;1;2015;11;"300715";2.00;39.46;37.56;46.50;0.00;16866
57918;1;2015;11;"1506144";5.00;23.44;24.17;29.40;0.00;16866
66510;1;2015;11;"CA5FJFA05";2.00;170.15;169.91;203.90;0.00;16866
49528;1;2015;11;"NB6585";2.00;77.13;74.17;89.50;0.00;16866
66244;1;2015;11;"1200415";5.00;15.65;12.61;16.00;0.00;118361
66421;1;2015;11;"349387";1.00;241.97;255.14;303.00;0.00;118361
339;1;2015;11;"B501229";3.00;145.51;144.21;173.00;0.00;118361
30817;1;2015;11;"1240815";5.00;21.24;22.06;26.00;0.00;118361
67378;1;2015;11;"B501582";5.00;197.68;193.00;232.00;0.00;118361
68836;1;2015;11;"700915";10.00;20.79;21.74;26.00;0.00;118361
10152;1;2015;11;"030315";2.00;30.29;30.51;37.30;0.00;118361
67779;1;2015;11;"A5127";1.00;111.33;95.40;117.60;0.00;118361
339;1;2015;11;"B501229";3.00;145.51;144.21;173.00;0.00;118361
51495;1;2015;11;"48670";2.00;281.38;281.21;337.00;0.00;118361
22430;1;2015;11;"FG6189";1.00;237.70;236.25;283.50;0.00;118361
57873;1;2015;11;"210815";10.00;38.45;24.04;32.70;0.00;3212
276;1;2015;11;"V22601";2.00;73.38;73.56;88.20;0.00;3212
51631;1;2015;11;"18VM0515";5.00;27.72;27.52;33.80;0.00;124097
62496;1;2015;11;"FL2417";1.00;303.93;300.51;361.20;0.00;124097
48184;1;2015;11;"5A1593";5.00;99.51;109.84;129.74;0.00;124097
48189;1;2015;11;"FP0454";20.00;20.24;22.81;27.41;0.00;124097
64970;1;2015;11;"020815";10.00;42.44;45.47;55.11;0.00;124097
51632;1;2015;11;"04VL0615";10.00;23.46;23.40;28.73;0.00;124097
67602;1;2015;11;"15344013";1.00;249.04;282.16;331.96;0.00;124097
48184;1;2015;11;"5A1593";2.00;99.51;109.84;129.00;0.00;124097
30742;1;2015;11;"2770715";2.00;67.41;65.45;78.00;0.00;124097
57633;1;2015;11;"220715";3.00;21.20;21.14;25.00;0.00;124097
313;1;2015;11;"Y00509";1.00;174.77;192.34;227.00;0.00;124097
48725;1;2015;11;"58049";1.00;107.10;109.10;130.00;0.00;124097
66479;1;2015;11;"34026";1.00;185.04;129.14;166.00;0.00;124097
66478;1;2015;11;"33009";2.00;237.28;166.12;213.00;0.00;124097
227;1;2015;11;"58036";1.00;135.27;136.55;163.00;0.00;124097
57869;1;2015;11;"1554N0215";1.00;87.95;90.53;108.00;0.00;124097
52311;1;2015;11;"0410315";2.00;305.98;309.27;370.00;0.00;124097
331;1;2015;11;"186272";1.00;104.10;110.53;131.00;0.00;124097
29315;1;2015;11;"841214";1.00;488.73;523.52;656.50;0.00;118361
55760;1;2015;11;"B500646";10.00;33.51;35.06;42.67;0.00;118361
48158;1;2015;11;"FG1630";20.00;40.69;43.27;52.51;0.00;118361
68883;1;2015;11;"0650315";30.00;57.78;60.98;72.53;0.00;118361
48179;1;2015;11;"FG9619";4.00;116.89;118.34;141.50;0.00;124097
51631;1;2015;11;"15VM0315";30.00;27.68;28.53;34.82;0.00;118361
55258;1;2015;11;"BTAFWA0";1.00;106.10;109.23;130.00;0.00;124097
68094;1;2015;11;"9181703";3.00;48.76;49.12;60.00;0.00;124097
46125;1;2015;11;"07151145";10.00;43.40;47.70;57.50;0.00;118361
339;1;2015;11;"B501229";5.00;145.51;144.21;173.00;0.00;118361
66616;1;2015;11;"IPRB5010";2.00;30.95;32.83;39.50;0.00;118361
13195;1;2015;11;"FE2459";1.00;345.51;344.40;413.50;0.00;118361
26863;1;2015;11;"160215";5.00;14.84;15.93;19.00;0.00;118361
55258;1;2015;11;"BTAFWA0";2.00;106.10;109.23;130.00;0.00;124097
313;1;2015;11;"Y00509";1.00;174.77;192.34;227.00;0.00;124097
66786;1;2015;11;"C735590";2.00;223.96;241.21;286.00;0.00;124097
68608;1;2015;11;"050815";5.00;56.62;65.11;76.00;0.00;122044
57665;1;2015;11;"050415";2.00;48.95;56.29;66.00;0.00;122044
10266;1;2015;11;"060615";5.00;9.00;10.35;12.00;0.00;122044
48184;1;2015;11;"5N1541";2.00;99.55;109.88;129.70;0.00;124097
44580;1;2015;11;"11150923";2.00;39.14;43.00;51.80;0.00;124097
4229;1;2015;11;"52010";2.00;147.71;153.76;183.00;0.00;124097
51436;1;2015;11;"833400415";1.00;39.01;42.83;51.50;0.00;124097
48184;1;2015;11;"5A1593";5.00;99.51;109.84;129.60;0.00;124097
60290;1;2015;11;"FB2705";2.00;75.34;81.20;96.00;0.00;124097
51631;1;2015;11;"18VM0515";5.00;27.72;27.52;33.80;0.00;124097
66324;1;2015;11;"52146";5.00;58.25;59.37;71.00;0.00;124097
52283;1;2015;11;"R31493";5.00;50.24;53.39;63.40;0.00;124097
11538;1;2015;11;"540715";1.00;34.82;34.14;42.00;0.00;124097
68609;1;2015;11;"110715";30.00;56.66;58.30;69.63;0.00;16860
49818;1;2015;11;"130615";5.00;25.67;25.40;31.00;0.00;122044
68608;1;2015;11;"050815";5.00;56.62;65.11;76.00;0.00;122044
49291;1;2015;11;"BTAF361";2.00;62.88;66.68;79.20;0.00;16866
48517;1;2015;11;"H2069R";1.00;88.70;87.04;104.70;0.00;16866
66593;1;2015;11;"48770415";1.00;873.72;781.01;908.00;0.00;3212
22763;1;2015;11;"S95705";2.00;111.32;106.02;128.00;0.00;3212
68465;1;2015;11;"NB8431";1.00;418.26;379.23;462.50;0.00;3212
53129;1;2015;11;"030715";10.00;5.36;5.90;7.00;0.00;122044
1577;1;2015;11;"340915";2.00;20.23;23.26;27.80;0.00;122044
48725;1;2015;11;"58049";2.00;107.10;109.10;130.51;0.00;124097
55435;1;2015;11;"360715";2.00;28.92;25.60;32.17;0.00;118361
25469;1;2015;11;"75E";5.00;23.71;27.00;32.38;0.00;118361
52176;1;2015;11;"7";1.00;574.47;578.49;662.05;0.00;16860
55365;1;2015;11;"180415";6.00;43.61;40.92;50.00;0.00;16860
52581;1;2015;11;"504445";1.00;426.61;415.25;500.00;0.00;16860
67521;1;2015;11;"V22503";1.00;91.64;96.58;114.00;0.00;16860
65201;1;2015;11;"5CD0005A";1.00;562.04;580.58;662.00;0.00;16860
66400;1;2015;11;"NB5732";1.00;234.04;220.77;267.50;0.00;16860
52311;1;2015;11;"0740615";1.00;305.97;308.55;369.70;0.00;16860
65205;1;2015;11;"48515TB24";2.00;1450.83;1463.73;1674.76;0.00;16866
